Intersection,Longitude,Latitude,number_of_approaches,number_of_exits,max_number_of_lanes_in_approach,min_number_of_lanes_in_approach,number_of_railway_approaches,number_of_railway_exits,max_number_of_lanes_in_exit,min_number_of_lanes_in_exit,number_of_center_bicycle_approaches,number_of_right_side_bicycle_approaches,number_of_center_bicycle_exits,number_of_right_side_bicycle_exits,signal_present,pedestrian_signal_present,diameter,max_angle,max_curvature,min_curvature,distance_to_next_intersection,shortest_distance_to_railway_crossing,subway_station_present,number_of_tram/train_stops,number_of_bus/trolley_stops,stop_sign,approach_street_types,exit_street_types,approach_max_speed_limit,approach_min_speed_limit,exit_max_speed_limit,exit_min_speed_limit,oneway_approach_count,twoway_approach_count,singleway_approach_count,oneway_exit_count,twoway_exit_count,singleway_exit_count
"('2nd Avenue', 'California Street')",-122.4818127,37.7840362,1,1,1,1,0,0,1,1,0,1,0,1,None,None,160.4817306,0,3.77E-05,3.54E-05,-1,-1,no,0,0,None,"{'tertiary': 1, 'cycleway': 1}","{'tertiary': 1, 'cycleway': 1}",25,25,25,25,0,1,0,0,1,0
"('2nd Avenue', 'Castle Street')",-122.4634246,37.6917197,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.3883663,90.47504969,0.012624804,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('2nd Avenue', 'Clement Street')",-122.5031003,37.7811812,2,2,1,1,0,0,1,1,0,2,0,2,None,None,7.160010118,0,0,0,-1,-1,no,0,0,None,"{'residential': 1, 'cycleway': 2}","{'residential': 1, 'cycleway': 2}",25,25,25,25,0,2,0,0,2,0
"('2nd Avenue', 'Cornwall Street')",-122.4602877,37.7850111,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4760283,90.00473512,5.03E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('2nd Avenue', 'Fulton Street')",-122.4595066,37.7741812,3,3,2,1,0,0,2,1,0,3,0,3,None,no,163.2136634,95.65787431,0.036269127,0.000209145,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 4}","{'residential': 1, 'secondary': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('2nd Avenue', 'Hugo Street')",-122.4589007,37.7653098,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.454829,90.08085548,1.72E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('2nd Avenue', 'Irving Street')",-122.4910764,37.7629569,1,1,1,1,0,0,1,1,0,1,0,1,None,None,160.4649215,0,8.66E-06,8.66E-06,-1,-1,no,0,0,None,"{'residential': 1, 'cycleway': 1}","{'residential': 1, 'cycleway': 1}",25,25,25,25,0,1,0,0,1,0
"('2nd Avenue', 'Lake Street')",-122.460422,37.7868735,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4794115,90.01580455,2.16E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('2nd Avenue', 'Lincoln Way')",-122.4912082,37.76483805,1,1,2,2,0,0,2,2,0,1,0,1,None,None,161.2732764,0,3.95E-05,1.42E-05,-1,-1,no,0,0,None,"{'primary': 1, 'cycleway': 1}","{'primary': 1, 'cycleway': 1}",35,35,35,35,1,0,0,1,0,0
"('2nd Avenue', 'Price Street')",-122.4634993,37.6929624,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.3248651,90.62554218,0.018199249,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('2nd Street', 'Main Street')",-122.4807632,37.8489149,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.2046472,90.38567635,0.006924787,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('2nd Street', 'Richardson Street')",-122.480741,37.8498742,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.52182662,91.35576853,0.20342303,0,66.16153157,-1,no,0,0,None,"{'secondary': 2, 'residential': 2, 'cycleway': 4}","{'secondary': 2, 'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('2nd Street', 'Sausalito Boulevard')",-122.4807823,37.847282,3,3,1,1,0,0,1,1,0,3,0,3,None,None,57.82879708,113.5275891,1.336453291,0.007398452,74.54632642,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('2nd Street', 'South Park')",-122.3928646,37.7824848,3,3,2,1,0,0,2,1,0,3,0,3,None,None,189.7809517,100.2252656,1.097478481,0.000567315,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,1,2,0
"('2nd Street', 'South Street')",-122.4807109,37.8470429,3,3,1,1,0,0,1,1,0,3,0,3,None,None,34.05792903,90.25301111,0.646532457,0.326654308,-1,-1,no,0,0,None,"{'secondary': 2, 'residential': 1, 'cycleway': 3}","{'secondary': 2, 'residential': 1, 'cycleway': 3}",25,15,25,15,0,3,0,0,3,0
"('2nd Street', 'Valley Street')",-122.4807776,37.8479524,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.2619239,90.92458923,0.031911096,0,-1,-1,no,0,0,None,"{'residential': 1, 'secondary': 1, 'cycleway': 6}","{'residential': 1, 'secondary': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Anza Street')",-122.4899693,37.7779293,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.4770513,90.03092602,2.25E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('30th Avenue', 'Balboa Street')",-122.4898346,37.7760632,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4796966,90.01790443,1.91E-05,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 6}","{'tertiary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Cabrillo Street')",-122.4896997,37.774196,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4820242,90.02806351,4.24E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 5}","{'residential': 2, 'cycleway': 5}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'California Street')",-122.4903822,37.783647,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4813619,90.02781978,0.00013778,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 6}","{'tertiary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Clement Street')",-122.4902473,37.7817784,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.4081928,90.02706846,0,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Escolta Way')",-122.4875392,37.7376378,2,3,1,1,0,0,1,1,0,2,0,3,None,None,150.3967121,87.92314647,0.33407672,0.000110555,-1,-1,no,0,0,None,"{'residential': 1, 'cycleway': 3}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,2,0,0,2,1
"('30th Avenue', 'Irving Street')",-122.4889312,37.7630516,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4647836,90.03058322,2.27E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'John F Kennedy Drive')",-122.489821,37.7708865,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.51444525,92.99377138,0.151192445,0.057737689,-1,-1,no,0,0,None,"{'tertiary': 2, 'cycleway': 3}","{'tertiary': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('30th Avenue', 'Judah Street')",-122.4888007,37.7611859,4,4,1,1,5,3,1,1,0,4,0,4,None,None,16.41688903,90.08852151,0.000554229,0,-1,0.570311779,no,2,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4, 'track': 5}","{'tertiary': 1, 'residential': 1, 'cycleway': 4, 'track': 3}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Kirkham Street')",-122.4886701,37.7593204,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4650133,90.03180165,1.75E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Lake Street')",-122.4904901,37.7851414,4,4,1,1,0,0,1,1,0,4,0,4,None,None,21.51530751,106.8425755,0.512254676,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,1,3,0,1,3,0
"('30th Avenue', 'Lawton Street')",-122.4885397,37.7574559,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4639868,90.03762692,7.36E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Moraga Street')",-122.4884092,37.7555907,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4640757,90.02978681,2.97E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Noriega Street')",-122.4882786,37.7537246,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4616445,90.02495837,0.000432915,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Ortega Street')",-122.488148,37.7518585,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4631388,90.03004909,6.62E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Pacheco Street')",-122.4880178,37.7499973,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.463748,90.02727588,1.98E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Quintara Street')",-122.4878873,37.7481317,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.40766679,90.02397382,0,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Rivera Street')",-122.4877567,37.7462656,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4638231,90.0361967,6.74E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Santiago Street')",-122.4876262,37.7443994,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4624307,90.0185196,2.09E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Sea View Terrace')",-122.4904331,37.7843512,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.4774099,93.88843877,0.127694396,4.89E-05,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('30th Avenue', 'Taraval Street')",-122.4874958,37.7425362,4,4,1,1,2,2,1,1,0,4,0,4,None,None,160.4636856,90.02443558,0.001002099,0,-1,0.748438781,no,4,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 6, 'track': 2}","{'tertiary': 1, 'residential': 1, 'cycleway': 6, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Ulloa Street')",-122.4873653,37.7406701,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.40858881,90.03216567,0,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Vicente Street')",-122.4872352,37.7388103,4,4,1,1,0,0,1,1,0,4,0,4,None,None,21.17918629,110.7551642,0.49866657,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('30th Avenue', 'Wawona Street')",-122.487495,37.7369632,3,2,1,1,0,0,1,1,0,3,0,2,None,None,18.23306471,95.36024979,0.199318204,0.003550593,75.11283259,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 2}",25,25,25,25,0,2,1,0,2,0
"('30th Street', 'Castro Street')",-122.433259,37.741903,3,3,1,1,0,0,1,1,0,3,0,3,None,None,33.85238702,76.069481,1.039546515,0.011669744,66.01140038,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('30th Street', 'Harper Street')",-122.429947,37.74189,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.5898483,90.13040435,0.003394706,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('30th Street', 'Laidley Street')",-122.4322663,37.7417841,3,4,1,1,0,0,1,1,0,3,0,4,None,None,186.0624365,136.802637,1.875757912,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 5}",25,25,25,25,1,2,0,2,2,0
"('30th Street', 'Noe Street')",-122.4309418,37.741837,3,4,1,1,0,0,1,1,0,3,0,4,None,None,17.22856733,92.55777557,0.024287078,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,1
"('31st Avenue', 'Balboa Street')",-122.4909075,37.7760146,3,3,1,1,0,0,1,1,0,3,0,3,None,None,160.4796921,90.01464129,1.55E-07,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('31st Avenue', 'Cabrillo Street')",-122.4907727,37.7741472,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4833934,90.036531,4.79E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'California Street')",-122.491455,37.7835982,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4803801,90.08975533,0.000712512,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 6}","{'tertiary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Clement Street')",-122.4913201,37.7817296,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4818659,90.02897082,1.15E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Escolta Way')",-122.488435,37.7376411,2,3,1,1,0,0,1,1,0,2,0,3,None,None,157.7067267,110.1494791,0.746358507,0.09140006,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 2}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,1,1,0,1,2
"('31st Avenue', 'Fulton Street')",-122.490638,37.7722805,3,3,2,1,0,0,2,1,0,3,0,3,None,None,160.8758483,90.03637247,4.80E-05,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('31st Avenue', 'Geary Boulevard')",-122.4911813,37.77980585,3,4,4,1,0,0,4,1,0,3,0,4,None,None,161.7086328,90.31788986,0.005024091,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,2,1,0,2,2,0
"('31st Avenue', 'Irving Street')",-122.4900053,37.7630042,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4651624,90.02561847,1.36E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Judah Street')",-122.4898745,37.7611384,4,4,1,1,3,3,1,1,0,4,0,4,None,None,16.41017426,90.03019542,0.000465028,0,-1,0.570311782,no,4,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4, 'track': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4, 'track': 3}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Kirkham Street')",-122.4897437,37.759273,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4651344,90.02506145,4.36E-06,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Lawton Street')",-122.489613,37.7574086,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4662404,90.03270553,8.10E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Lincoln Way')",-122.4901372,37.76488535,3,4,2,1,0,0,2,1,0,3,0,4,None,None,161.2737069,90.03674228,0.000289597,0,-1,-1,no,0,0,None,"{'primary': 1, 'residential': 1, 'cycleway': 4}","{'primary': 1, 'residential': 1, 'cycleway': 5}",35,25,35,25,2,1,0,2,2,0
"('31st Avenue', 'Moraga Street')",-122.4894823,37.7555434,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4638855,90.02018525,1.54E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Noriega Street')",-122.4893514,37.7536773,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4634704,90.01946041,0.000432914,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Ortega Street')",-122.4892206,37.7518113,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4660946,90.03227577,0.000106361,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Pacheco Street')",-122.4890902,37.74995,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4660806,90.03083599,6.06E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Quintara Street')",-122.4889594,37.7480845,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4632712,90.01726808,1.30E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Rivera Street')",-122.4888286,37.7462182,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4636616,90.02913369,7.67E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Santiago Street')",-122.4886978,37.7443523,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4624816,90.00939285,1.84E-06,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Sea View Terrace')",-122.4915034,37.784247,3,3,1,1,0,0,1,1,0,3,0,3,None,None,63.89873015,88.31327393,0.198664999,0.001354108,72.26864756,-1,no,0,0,None,"{'residential': 2, 'cycleway': 4}","{'residential': 2, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('31st Avenue', 'Taraval Street')",-122.4885672,37.742489,4,4,1,1,2,2,1,1,0,4,0,4,None,None,160.4644903,90.02066771,0.000999251,0,-1,0.737336409,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 6, 'track': 2}","{'tertiary': 1, 'residential': 1, 'cycleway': 6, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Ulloa Street')",-122.4884364,37.7406228,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4648986,90.02494834,5.14E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('31st Avenue', 'Vicente Street')",-122.4882869,37.7387626,4,4,1,1,0,0,1,1,0,4,0,4,None,None,161.4015294,100.1916224,0.53375877,0.00995771,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 6}","{'tertiary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Anza Street')",-122.492113,37.7778316,3,3,1,1,0,0,1,1,0,3,0,3,None,None,16.40866045,90.03281169,0,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 3}","{'residential': 2, 'cycleway': 3}",25,25,25,25,0,3,0,0,3,0
"('32nd Avenue', 'Balboa Street')",-122.4919782,37.7759661,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.40927116,90.03395675,5.39E-05,0,-1,-1,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4}","{'tertiary': 1, 'residential': 1, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Cabrillo Street')",-122.4918432,37.7740984,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4828464,90.03105322,1.91E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'California Street')",-122.4925264,37.7835496,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.40758772,90.02396675,7.03E-05,0,70.35665575,-1,no,0,0,None,"{'tertiary': 2, 'residential': 2, 'cycleway': 4}","{'tertiary': 2, 'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Clement Street')",-122.4923913,37.7816809,4,4,1,1,0,0,1,1,0,4,0,4,None,None,16.40832986,90.04615889,0.036785342,0,-1,-1,no,0,0,None,"{'tertiary': 2, 'residential': 2, 'cycleway': 4}","{'tertiary': 2, 'residential': 2, 'cycleway': 4}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Fulton Street')",-122.4917082,37.7722316,3,3,2,1,0,0,2,1,0,3,0,3,None,None,160.8747536,90.03698828,0.000232595,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 4}","{'secondary': 1, 'residential': 1, 'cycleway': 4}",35,25,35,25,0,3,0,0,3,0
"('32nd Avenue', 'Irving Street')",-122.4910764,37.7629569,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4649215,90.0291264,2.96E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Judah Street')",-122.4909455,37.7610911,4,4,1,1,2,2,1,1,0,4,0,4,None,None,16.40999055,90.05385877,0.000694085,0,-1,0.57031183,no,0,0,None,"{'tertiary': 1, 'residential': 1, 'cycleway': 4, 'track': 2}","{'tertiary': 1, 'residential': 1, 'cycleway': 4, 'track': 2}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Kirkham Street')",-122.4908148,37.7592257,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4659112,90.03212346,2.79E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Lawton Street')",-122.4906842,37.7573612,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4646727,90.0339678,5.63E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Lincoln Way')",-122.4912082,37.76483805,3,4,2,1,0,0,2,1,0,3,0,4,None,None,161.2732764,90.02735067,0.000364051,0,-1,-1,no,0,0,None,"{'primary': 1, 'residential': 1, 'cycleway': 4}","{'primary': 1, 'residential': 1, 'cycleway': 5}",35,25,35,25,2,1,0,2,2,0
"('32nd Avenue', 'Marvel Court')",-122.4924807,37.7829179,3,3,1,1,0,0,1,1,0,3,0,3,None,None,140.8953576,90.2373922,0.007105336,6.27E-06,-1,-1,no,0,0,None,"{'residential': 1, 'tertiary': 1, 'cycleway': 4}","{'residential': 2, 'tertiary': 1, 'cycleway': 4}",25,25,25,25,0,3,0,0,3,0
"('32nd Avenue', 'Moraga Street')",-122.4905535,37.7554962,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4634371,90.01874577,1.62E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Noriega Street')",-122.4904227,37.7536301,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4640504,90.02016996,0.000175317,0,-1,-1,no,0,0,None,"{'secondary': 1, 'residential': 1, 'cycleway': 6}","{'secondary': 1, 'residential': 1, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Ortega Street')",-122.490292,37.7517639,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4633579,90.03335158,9.85E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Pacheco Street')",-122.4901616,37.7499026,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.464462,90.03214401,5.82E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
"('32nd Avenue', 'Quintara Street')",-122.4900308,37.7480373,4,4,1,1,0,0,1,1,0,4,0,4,None,None,160.4636305,90.02325244,2.55E-05,0,-1,-1,no,0,0,None,"{'residential': 2, 'cycleway': 6}","{'residential': 2, 'cycleway': 6}",25,25,25,25,0,4,0,0,4,0
